Date,Sub_name,Fdr_name,Time off,Time on,Delay hrs.,Line_section,new
2017-06-29 00:00:00,Fullerton,Kaluthara North,3:19 h,3:21 h,0.03,Section 1,overwritten
2017-07-01 00:00:00,Fullerton,Kaluthara North,12:35 h,12:57 h,0.37,Section 1,overwritten
2017-07-17 00:00:00,Fullerton,Kaluthara North,20:45 h,20:46 h,0.02,Section 1,overwritten
2017-07-21 00:00:00,Fullerton,Kaluthara North,13:45 h,13:49 h,0.07,Section 2,overwritten
2017-07-25 00:00:00,Fullerton,Kaluthara North,15:39 h,16:02 h,0.38,Section 1,overwritten
2017-08-03 00:00:00,Fullerton,Kaluthara North,9:20 h,9:21 h,0.02,Section 1,overwritten
2017-08-04 00:00:00,Fullerton,Kaluthara North,12:19 h,12:29 h,0.17,Section 1,overwritten
2017-08-06 00:00:00,Fullerton,Kaluthara North,7:56 h,8:13 h,0.28,Section 1,overwritten
2017-08-15 00:00:00,Fullerton,Kaluthara North,8:14 h,9:03 h,0.82,Section 1,overwritten
2017-08-17 00:00:00,Fullerton,Kaluthara North,19:50 h,19:58 h,0.13,Section 1,overwritten
2017-08-21 00:00:00,Fullerton,Kaluthara North,7:33 h,7:41 h,0.13,Section 1,overwritten
2017-08-21 00:00:00,Fullerton,Kaluthara North,13:26 h,14:30 h,1.07,Section 1,overwritten
2017-08-29 00:00:00,Fullerton,Kaluthara North,16:35 h,16:44 h,0.15,Section 1,overwritten
2017-08-31 00:00:00,Fullerton,Kaluthara North,12:22 h,13:01 h,0.65,Section 1,overwritten
2017-09-03 00:00:00,Fullerton,Kaluthara North,3:52 h,4:04 h,0.2,Section 1,overwritten
2017-09-11 00:00:00,Fullerton,Kaluthara North,1:38 h,1:53 h,0.25,Section 2,overwritten
2017-09-12 00:00:00,Fullerton,Kaluthara North,8:30 h,9:09 h,0.65,Section 1,overwritten
2017-09-13 00:00:00,Fullerton,Kaluthara North,8:07 h,8:09 h,0.03,Section 1,overwritten
2017-09-13 00:00:00,Fullerton,Kaluthara North,17:05 h,17:07 h,0.03,Section 1,overwritten
2017-09-19 00:00:00,Fullerton,Kaluthara North,9:45 h,10:52 h,1.12,Section 1,overwritten
2017-09-29 00:00:00,Fullerton,Kaluthara North,7:42 h,7:44 h,0.03,Section 1,overwritten
2017-09-29 00:00:00,Fullerton,Kaluthara North,16:48 h,16:51 h,0.05,Section 1,overwritten
2017-10-03 00:00:00,Fullerton,Kaluthara North,13:22 h,14:03 h,0.68,Section 1,overwritten
2017-10-23 00:00:00,Fullerton,Kaluthara North,17:50 h,17:59 h,0.15,Section 1,overwritten
2017-10-30 00:00:00,Fullerton,Kaluthara North,18:14 h,18:31 h,0.28,Section 2,overwritten
2017-11-02 00:00:00,Fullerton,Kaluthara North,8:19 h,8:38 h,0.32,Section 1,overwritten
2017-11-05 00:00:00,Fullerton,Kaluthara North,11:28 h,11:58 h,0.5,Section 2,overwritten
2017-11-06 00:00:00,Fullerton,Kaluthara North,14:28 h,14:38 h,0.17,Section 1,overwritten
2017-11-08 00:00:00,Fullerton,Kaluthara North,10:08 h,11:03 h,0.92,Section 1,overwritten
2017-11-14 00:00:00,Fullerton,Kaluthara North,14:55 h,15:30 h,0.58,Section 1,overwritten
2017-11-16 00:00:00,Fullerton,Kaluthara North,20:10 h,20:38 h,0.47,Section 1,overwritten
2017-11-17 00:00:00,Fullerton,Kaluthara North,8:02 h,8:12 h,0.17,Section 2,overwritten
2017-11-23 00:00:00,Fullerton,Kaluthara North,8:44 h,8:57 h,0.22,Section 2,overwritten
2017-11-24 00:00:00,Fullerton,Kaluthara North,7:31 h,7:45 h,0.23,Section 2,overwritten
2017-12-06 00:00:00,Fullerton,Kaluthara North,9:55 h,10:25 h,0.5,Section 1,overwritten
2017-12-16 00:00:00,Fullerton,Kaluthara North,9:20 h,9:26 h,0.1,Section 1,overwritten
2017-12-24 00:00:00,Fullerton,Kaluthara North,8:20 h,8:27 h,0.12,Section 1,overwritten
2017-12-11 00:00:00,Fullerton,Kaluthara North,14:14 h,14:57 h,0.72,Section 1,overwritten
2017-12-29 00:00:00,Fullerton,Kaluthara North,8:59 h,9:18 h,0.32,Section 1,overwritten
2018-01-05 00:00:00,Fullerton,Kaluthara North,9:09 h,10:09 h,1,Section 1,overwritten
2018-01-09 00:00:00,Fullerton,Kaluthara North,7:52 h,8:18 h,0.43,Section 1,overwritten
2018-01-12 00:00:00,Fullerton,Kaluthara North,16:58 h,17:30 h,0.53,Section 1,overwritten
2018-01-21 00:00:00,Fullerton,Kaluthara North,10:41 h,11:39 h,0.97,Section 1,overwritten
2018-01-23 00:00:00,Fullerton,Kaluthara North,11:10 h,11:35 h,0.42,Section 1,overwritten
2018-01-26 00:00:00,Fullerton,Kaluthara North,11:25 h,11:36 h,0.18,Section 2,overwritten
2018-01-30 00:00:00,Fullerton,Kaluthara North,6:46 h,7:26 h,0.67,Section 1,overwritten
2018-02-06 00:00:00,Fullerton,Kaluthara North,14:30 h,14:35 h,0.08,Section 1,overwritten
2018-02-06 00:00:00,Fullerton,Kaluthara North,16:43 h,16:52 h,0.15,Section 2,overwritten
2018-02-07 00:00:00,Fullerton,Kaluthara North,10:56 h,11:09 h,0.22,Section 2,overwritten
2018-02-09 00:00:00,Fullerton,Kaluthara North,19:11 h,19:15 h,0.07,Section 2,overwritten
2018-02-09 00:00:00,Fullerton,Kaluthara North,20:30 h,20:35 h,0.08,Section 1 & 2,overwritten
2018-02-09 00:00:00,Fullerton,Kaluthara North,20:49 h,20:56 h,0.12,Section 1 & 2,overwritten
2018-02-09 00:00:00,Fullerton,Kaluthara North,20:56 h,21:01 h,0.08,Section 2,overwritten
2018-02-11 00:00:00,Fullerton,Kaluthara North,16:16 h,16:41 h,0.42,Section 1,overwritten
2018-02-22 00:00:00,Fullerton,Kaluthara North,15:37 h,16:25 h,0.8,Section 1,overwritten
2018-02-27 00:00:00,Fullerton,Kaluthara North,14:43 h,14:44 h,0.02,Section 1 & 2,overwritten
2018-02-27 00:00:00,Fullerton,Kaluthara North,16:49 h,18:21 h,1.53,Section 1 & 2,overwritten
2018-03-01 00:00:00,Fullerton,Kaluthara North,16:52 h,17:30 h,0.63,Section 2,overwritten
2018-03-07 00:00:00,Fullerton,Kaluthara North,8:38 h,9:25 h,0.78,Section 1,overwritten
2018-03-08 00:00:00,Fullerton,Kaluthara North,20:47 h,21:07 h,0.33,Section 1,overwritten
2018-03-08 00:00:00,Fullerton,Kaluthara North,21:07 h,21:24 h,0.28,Section 1,overwritten
2018-03-09 00:00:00,Fullerton,Kaluthara North,15:42 h,16:38 h,0.93,Section 1,overwritten
2018-03-11 00:00:00,Fullerton,Kaluthara North,9:55 h,10:24 h,0.48,Section 1,overwritten
2018-03-12 00:00:00,Fullerton,Kaluthara North,13:08 h,13:10 h,0.03,Section 1,overwritten
2018-03-13 00:00:00,Fullerton,Kaluthara North,13:30 h,14:40 h,1.17,Section 1,overwritten
2018-03-13 00:00:00,Fullerton,Kaluthara North,18:08 h,18:37 h,0.48,Section 1,overwritten
2018-03-14 00:00:00,Fullerton,Kaluthara North,11:07 h,11:17 h,0.17,Section 2,overwritten
2018-03-19 00:00:00,Fullerton,Kaluthara North,8:36 h,9:15 h,0.65,Section 1,overwritten
2018-03-22 00:00:00,Fullerton,Kaluthara North,17:28 h,17:41 h,0.22,Section 2,overwritten
2018-03-22 00:00:00,Fullerton,Kaluthara North,17:03 h,17:50 h,0.78,Section 1,overwritten
2018-03-23 00:00:00,Fullerton,Kaluthara North,9:29 h,10:27 h,0.97,Section 1,overwritten
2018-03-25 00:00:00,Fullerton,Kaluthara North,17:15 h,17:21 h,0.1,Section 1 & 2,overwritten
2018-03-26 00:00:00,Fullerton,Kaluthara North,12:47 h,13:19 h,0.53,Section 1,overwritten
2018-03-27 00:00:00,Fullerton,Kaluthara North,8:54 h,10:21 h,1.45,Section 1,overwritten
2018-03-27 00:00:00,Fullerton,Kaluthara North,11:48 h,12:36 h,0.8,Section 1,overwritten
2018-03-28 00:00:00,Fullerton,Kaluthara North,10:53 h,11:08 h,0.25,Section 2,overwritten
2018-03-29 00:00:00,Fullerton,Kaluthara North,6:57 h,7:12 h,0.25,Section 2,overwritten
2018-03-29 00:00:00,Fullerton,Kaluthara North,16:18 h,17:00 h,0.7,Section 1,overwritten
2018-04-01 00:00:00,Fullerton,Kaluthara North,10:42 h,11:20 h,0.63,Section 1,overwritten
2018-04-11 00:00:00,Fullerton,Kaluthara North,7:42 h,8:23 h,0.68,Section 2,overwritten
2018-04-13 00:00:00,Fullerton,Kaluthara North,13:15 h,14:00 h,0.75,Section 1,overwritten
2018-04-21 00:00:00,Fullerton,Kaluthara North,3:50 h,4:49 h,0.98,Section 1,overwritten
2018-04-21 00:00:00,Fullerton,Kaluthara North,7:16 h,7:32 h,0.27,Section 2,overwritten
2018-04-25 00:00:00,Fullerton,Kaluthara North,8:28 h,8:33 h,0.08,Section 1,overwritten
2018-04-26 00:00:00,Fullerton,Kaluthara North,15:52 h,16:27 h,0.58,Section 1,overwritten
2018-04-27 00:00:00,Fullerton,Kaluthara North,7:25 h,8:18 h,0.88,Section 1,overwritten
2018-04-29 00:00:00,Fullerton,Kaluthara North,10:32 h,10:58 h,0.43,Section 1,overwritten
2018-04-30 00:00:00,Fullerton,Kaluthara North,7:10 h,7:27 h,0.28,Section 1,overwritten
2018-05-03 00:00:00,Fullerton,Kaluthara North,15:55 h,15:56 h,0.02,Section 1,overwritten
2018-05-03 00:00:00,Fullerton,Kaluthara North,16:14 h,16:15 h,0.02,Section 1,overwritten
2018-05-05 00:00:00,Fullerton,Kaluthara North,7:15 h,7:28 h,0.22,Section 2,overwritten
2018-05-05 00:00:00,Fullerton,Kaluthara North,10:44 h,10:46 h,0.03,Section 1,overwritten
2018-05-05 00:00:00,Fullerton,Kaluthara North,17:15 h,17:44 h,0.48,Section 1,overwritten
2018-05-06 00:00:00,Fullerton,Kaluthara North,7:37 h,7:49 h,0.2,Section 2,overwritten
2018-05-10 00:00:00,Fullerton,Kaluthara North,10:26 h,10:45 h,0.32,Section 1,overwritten
2018-05-12 00:00:00,Fullerton,Kaluthara North,16:27 h,16:39 h,0.2,Section 2,overwritten
2018-05-16 00:00:00,Fullerton,Kaluthara North,8:05 h,8:16 h,0.18,Section 2,overwritten
2018-05-19 00:00:00,Fullerton,Kaluthara North,8:56 h,9:07 h,0.18,Section 1,overwritten
2018-05-22 00:00:00,Fullerton,Kaluthara North,12:00 h,12:46 h,0.77,Section 1,overwritten
2018-06-05 00:00:00,Fullerton,Kaluthara North,8:45 h,8:47 h,0.03,Section 1,overwritten
2018-06-06 00:00:00,Fullerton,Kaluthara North,21:48 h,22:25 h,0.62,Section 1,overwritten
2018-06-09 00:00:00,Fullerton,Kaluthara North,13:00 h,13:44 h,0.73,Section 1,overwritten
2018-06-21 00:00:00,Fullerton,Kaluthara North,11:56 h,12:12 h,0.27,Section 1,overwritten
2018-06-25 00:00:00,Fullerton,Kaluthara North,19:03 h,19:31 h,0.47,Section 1,overwritten
2018-07-20 00:00:00,Fullerton,Kaluthara North,3:16 h,4:00 h,0.73,Section 1,overwritten
2018-07-24 00:00:00,Fullerton,Kaluthara North,9:17 h,9:45 h,0.47,Section 1,overwritten
2018-08-08 00:00:00,Fullerton,Kaluthara North,8:02 h,8:07 h,0.08,Section 1,overwritten
2018-08-08 00:00:00,Fullerton,Kaluthara North,10:10 h,10:15 h,0.08,Section 1,overwritten
2018-08-09 00:00:00,Fullerton,Kaluthara North,10:11 h,10:26 h,0.25,Section 2,overwritten
2018-08-16 00:00:00,Fullerton,Kaluthara North,11:27 h,11:54 h,0.45,Section 1,overwritten
2018-08-24 00:00:00,Fullerton,Kaluthara North,7:10 h,7:39 h,0.48,Section 2,overwritten
2018-08-28 00:00:00,Fullerton,Kaluthara North,8:17 h,8:56 h,0.65,Section 1,overwritten
2018-08-29 00:00:00,Fullerton,Kaluthara North,14:42 h,15:21 h,0.65,Section 2,overwritten
2018-08-31 00:00:00,Fullerton,Kaluthara North,17:30 h,17:44 h,0.23,Section 2,overwritten
2018-09-03 00:00:00,Fullerton,Kaluthara North,20:32 h,20:41 h,0.15,Section 1,overwritten
2018-09-11 00:00:00,Fullerton,Kaluthara North,8:34 h,8:44 h,0.17,Section 2,overwritten
2018-09-13 00:00:00,Fullerton,Kaluthara North,19:47 h,19:50 h,0.05,Section 1,overwritten
2018-09-18 00:00:00,Fullerton,Kaluthara North,8:42 h,8:45 h,0.05,Section 1,overwritten
2018-10-10 00:00:00,Fullerton,Kaluthara North,23:10 h,23:59 h,0.82,Section 1,overwritten
2018-10-11 00:00:00,Fullerton,Kaluthara North,0:00 h,1:39 h,1.65,Section 1,overwritten
2018-10-13 00:00:00,Fullerton,Kaluthara North,5:48 h,6:00 h,0.2,Section 2,overwritten
2018-10-13 00:00:00,Fullerton,Kaluthara North,10:16 h,10:31 h,0.25,Section 2,overwritten
2018-10-26 00:00:00,Fullerton,Kaluthara North,9:53 h,10:07 h,0.23,Section 2,overwritten
2018-10-27 00:00:00,Fullerton,Kaluthara North,16:18 h,16:51 h,0.55,Section 2,overwritten
2018-10-27 00:00:00,Fullerton,Kaluthara North,17:43 h,18:07 h,0.4,Section 1,overwritten
2018-10-30 00:00:00,Fullerton,Kaluthara North,8:49 h,9:27 h,0.63,Section 2,overwritten
2018-11-05 00:00:00,Fullerton,Kaluthara North,10:04 h,10:07 h,0.05,Section 1,overwritten
2018-11-06 00:00:00,Fullerton,Kaluthara North,7:43 h,7:45 h,0.03,Section 1,overwritten
2018-11-06 00:00:00,Fullerton,Kaluthara North,17:00 h,17:02 h,0.03,Section 1,overwritten
2018-11-15 00:00:00,Fullerton,Kaluthara North,0:54 h,1:21 h,0.45,Section 2,overwritten
2018-11-16 00:00:00,Fullerton,Kaluthara North,14:02 h,14:50 h,0.8,Section 1,overwritten
2018-11-21 00:00:00,Fullerton,Kaluthara North,15:45 h,16:47 h,1.03,Section 1,overwritten
2018-11-21 00:00:00,Fullerton,Kaluthara North,17:22 h,18:05 h,0.72,Section 1,overwritten
2018-11-23 00:00:00,Fullerton,Kaluthara North,19:32 h,19:58 h,0.43,Section 1,overwritten
2018-11-27 00:00:00,Fullerton,Kaluthara North,14:59 h,15:31 h,0.53,Section 2,overwritten
2018-11-28 00:00:00,Fullerton,Kaluthara North,8:40 h,9:21 h,0.68,Section 2,overwritten
2018-11-29 00:00:00,Fullerton,Kaluthara North,16:31 h,17:03 h,0.53,Section 2,overwritten
2018-12-01 00:00:00,Fullerton,Kaluthara North,15:44 h,16:10 h,0.43,Section 2,overwritten
2018-12-08 00:00:00,Fullerton,Kaluthara North,5:45 h,6:22 h,0.62,Section 1,overwritten
2018-12-09 00:00:00,Fullerton,Kaluthara North,15:10 h,15:24 h,0.23,Section 2,overwritten
2018-12-11 00:00:00,Fullerton,Kaluthara North,17:18 h,17:47 h,0.48,Section 2,overwritten
2018-12-12 00:00:00,Fullerton,Kaluthara North,15:57 h,16:33 h,0.6,Section 2,overwritten
2018-12-13 00:00:00,Fullerton,Kaluthara North,15:20 h,15:47 h,0.45,Section 1,overwritten
2018-12-16 00:00:00,Fullerton,Kaluthara North,16:44 h,16:59 h,0.25,Section 2,overwritten
2018-12-17 00:00:00,Fullerton,Kaluthara North,10:05 h,10:20 h,0.25,Section 1,overwritten
2018-12-17 00:00:00,Fullerton,Kaluthara North,12:06 h,12:44 h,0.63,Section 2,overwritten
2018-12-20 00:00:00,Fullerton,Kaluthara North,7:51 h,8:33 h,0.7,Section 1,overwritten
2018-12-28 00:00:00,Fullerton,Kaluthara North,11:05 h,11:36 h,0.52,Section 2,overwritten
2018-12-30 00:00:00,Fullerton,Kaluthara North,9:00 h,9:31 h,0.52,Section 2,overwritten
2019-06-03 00:00:00,Fullerton,Kaluthara North,7:33 h,7:36 h,0.05,Section 2,overwritten
2019-06-04 00:00:00,Fullerton,Kaluthara North,15:04 h,15:09 h,0.08,Section 2,overwritten
2019-06-05 00:00:00,Fullerton,Kaluthara North,7:25 h,7:44 h,0.32,Section 1,overwritten
2019-06-06 00:00:00,Fullerton,Kaluthara North,7:15 h,7:45 h,0.5,Section 1,overwritten
2019-06-09 00:00:00,Fullerton,Kaluthara North,20:05 h,21:57 h,1.87,Section 2,overwritten
2019-06-12 00:00:00,Fullerton,Kaluthara North,7:36 h,7:38 h,0.03,Section 1,overwritten
2019-06-15 00:00:00,Fullerton,Kaluthara North,9:14 h,9:16 h,0.03,Section 1,overwritten
2019-06-15 00:00:00,Fullerton,Kaluthara North,15:22 h,15:41 h,0.32,Section 2,overwritten
2019-06-18 00:00:00,Fullerton,Kaluthara North,13:03 h,13:38 h,0.58,Section 1,overwritten
2019-06-18 00:00:00,Fullerton,Kaluthara North,17:19 h,17:48 h,0.48,Section 2,overwritten
2019-06-21 00:00:00,Fullerton,Kaluthara North,16:47 h,16:49 h,0.03,Section 1,overwritten
2019-06-23 00:00:00,Fullerton,Kaluthara North,16:52 h,17:14 h,0.37,Section 1,overwritten
2019-06-26 00:00:00,Fullerton,Kaluthara North,22:00 h,22:42 h,0.7,Section 1,overwritten
2019-06-29 00:00:00,Fullerton,Kaluthara North,15:23 h,15:50 h,0.45,Section 2,overwritten
2019-06-30 00:00:00,Fullerton,Kaluthara North,8:23 h,8:54 h,0.52,Section 1,overwritten
2019-07-02 00:00:00,Fullerton,Kaluthara North,6:41 h,7:19 h,0.63,Section 1,overwritten
2019-07-03 00:00:00,Fullerton,Kaluthara North,15:22 h,15:45 h,0.38,Section 1,overwritten
2019-07-09 00:00:00,Fullerton,Kaluthara North,15:39 h,16:03 h,0.4,Section 2,overwritten
2019-07-16 00:00:00,Fullerton,Kaluthara North,8:10 h,8:12 h,0.03,Section 1,overwritten
2019-07-20 00:00:00,Fullerton,Kaluthara North,12:23 h,12:56 h,0.55,Section 1,overwritten
2019-07-29 00:00:00,Fullerton,Kaluthara North,15:29 h,15:36 h,0.12,Section 2,overwritten
2019-07-31 00:00:00,Fullerton,Kaluthara North,15:05 h,15:38 h,0.55,Section 2,overwritten
2019-08-02 00:00:00,Fullerton,Kaluthara North,12:50 h,13:35 h,0.75,Section 1,overwritten
2019-08-08 00:00:00,Fullerton,Kaluthara North,3:27 h,3:29 h,0.03,Section 1,overwritten
2019-08-08 00:00:00,Fullerton,Kaluthara North,15:51 h,16:01 h,0.17,Section 2,overwritten
2019-08-10 00:00:00,Fullerton,Kaluthara North,14:43 h,15:00 h,0.28,Section 2,overwritten
2019-08-17 00:00:00,Fullerton,Kaluthara North,9:17 h,9:19 h,0.03,Section 1,overwritten
2019-08-21 00:00:00,Fullerton,Kaluthara North,9:14 h,9:43 h,0.48,Section 2,overwritten
2019-08-22 00:00:00,Fullerton,Kaluthara North,17:56 h,18:42 h,0.77,Section 1,overwritten
2019-08-23 00:00:00,Fullerton,Kaluthara North,10:10 h,10:56 h,0.77,Section 1,overwritten
2019-08-23 00:00:00,Fullerton,Kaluthara North,13:04 h,13:12 h,0.13,Section 2,overwritten
2019-08-28 00:00:00,Fullerton,Kaluthara North,16:07 h,16:26 h,0.32,Section 2,overwritten
2019-09-01 00:00:00,Fullerton,Kaluthara North,10:15 h,10:55 h,0.67,Section 1,overwritten
2019-09-05 00:00:00,Fullerton,Kaluthara North,12:15 h,12:23 h,0.13,Section 1,overwritten
2019-09-08 00:00:00,Fullerton,Kaluthara North,15:08 h,15:10 h,0.03,Section 1,overwritten
2019-09-09 00:00:00,Fullerton,Kaluthara North,5:35 h,5:59 h,0.4,Section 2,overwritten
2019-09-10 00:00:00,Fullerton,Kaluthara North,9:08 h,9:42 h,0.57,Section 2,overwritten
2019-09-13 00:00:00,Fullerton,Kaluthara North,9:26 h,9:31 h,0.08,Section 1,overwritten
2019-09-13 00:00:00,Fullerton,Kaluthara North,10:36 h,10:38 h,0.03,Section 1,overwritten
2019-09-18 00:00:00,Fullerton,Kaluthara North,7:51 h,7:56 h,0.08,Section 1,overwritten
2019-09-19 00:00:00,Fullerton,Kaluthara North,13:36 h,13:38 h,0.03,Section 1,overwritten
2019-09-30 00:00:00,Fullerton,Kaluthara North,8:21 h,8:23 h,0.03,Section 1,overwritten
2019-10-01 00:00:00,Fullerton,Kaluthara North,18:00 h,18:45 h,0.75,Section 2,overwritten
2019-10-04 00:00:00,Fullerton,Kaluthara North,15:59 h,16:16 h,0.28,Section 2,overwritten
2019-10-04 00:00:00,Fullerton,Kaluthara North,17:43 h,18:07 h,0.4,Section 2,overwritten
2019-10-13 00:00:00,Fullerton,Kaluthara North,9:08 h,9:11 h,0.05,Section 1,overwritten
2019-10-14 00:00:00,Fullerton,Kaluthara North,20:29 h,20:31 h,0.03,Section 2,overwritten
2019-10-27 00:00:00,Fullerton,Kaluthara North,15:22 h,15:56 h,0.57,Section 2,overwritten
2019-11-07 00:00:00,Fullerton,Kaluthara North,11:05 h,11:20 h,0.25,Section 2,overwritten
2019-11-11 00:00:00,Fullerton,Kaluthara North,7:23 h,7:41 h,0.3,Section 2,overwritten
2019-11-11 00:00:00,Fullerton,Kaluthara North,12:09 h,12:12 h,0.05,Section 2,overwritten
2019-11-13 00:00:00,Fullerton,Kaluthara North,12:29 h,12:34 h,0.08,Section 2,overwritten
2019-11-13 00:00:00,Fullerton,Kaluthara North,13:35 h,14:35 h,1,Section 1 & 2,overwritten
2019-11-13 00:00:00,Fullerton,Kaluthara North,14:35 h,14:38 h,0.05,Section 2,overwritten
2019-11-13 00:00:00,Fullerton,Kaluthara North,19:48 h,19:49 h,0.02,Section 2,overwritten
2019-11-16 00:00:00,Fullerton,Kaluthara North,7:48 h,8:09 h,0.35,Section 2,overwritten
2019-11-18 00:00:00,Fullerton,Kaluthara North,13:35 h,14:37 h,1.03,Section 1,overwritten
2019-11-19 00:00:00,Fullerton,Kaluthara North,15:17 h,15:40 h,0.38,Section 2,overwritten
2019-11-20 00:00:00,Fullerton,Kaluthara North,12:17 h,12:35 h,0.3,Section 1,overwritten
2019-11-20 00:00:00,Fullerton,Kaluthara North,17:04 h,17:37 h,0.55,Section 1,overwritten
2019-11-20 00:00:00,Fullerton,Kaluthara North,21:42 h,22:02 h,0.33,Section 2,overwritten
2019-11-21 00:00:00,Fullerton,Kaluthara North,15:56 h,16:00 h,0.07,Section 1,overwritten
2019-11-24 00:00:00,Fullerton,Kaluthara North,10:12 h,10:32 h,0.33,Section 2,overwritten
2019-11-25 00:00:00,Fullerton,Kaluthara North,8:17 h,8:35 h,0.3,Section 2,overwritten
2019-12-05 00:00:00,Fullerton,Kaluthara North,11:49 h,11:51 h,0.03,Section 2,overwritten
2019-12-07 00:00:00,Fullerton,Kaluthara North,9:20 h,9:37 h,0.28,Section 2,overwritten
2019-12-15 00:00:00,Fullerton,Kaluthara North,16:08 h,16:32 h,0.4,Section 1,overwritten
2019-12-17 00:00:00,Fullerton,Kaluthara North,9:17 h,10:29 h,1.2,Section 1 & 2,overwritten
2019-12-24 00:00:00,Fullerton,Kaluthara North,14:16 h,14:33 h,0.28,Section 2,overwritten
2019-12-26 00:00:00,Fullerton,Kaluthara North,9:22 h,9:34 h,0.2,Section 2,overwritten
2019-12-26 00:00:00,Fullerton,Kaluthara North,10:34 h,10:53 h,0.32,Section 1,overwritten
2019-12-25 00:00:00,Fullerton,Kaluthara North,21:58 h,22:18 h,0.33,Section 1,overwritten
2019-12-29 00:00:00,Fullerton,Kaluthara North,8:42 h,9:00 h,0.3,Section 1,overwritten